device_id,device_type,os
DEV02511,Desktop,Windows 11
DEV02512,Desktop,Windows 11
DEV02513,Laptop,macOS
DEV02514,Laptop,Ubuntu
DEV02515,Desktop,Windows 11
DEV02516,Desktop,Ubuntu
DEV02517,Laptop,macOS
DEV02518,Desktop,macOS
DEV02519,Desktop,Ubuntu
DEV02520,Desktop,Ubuntu
DEV02521,Desktop,macOS
DEV02522,Desktop,macOS
DEV02523,Desktop,Windows 11
DEV02524,Laptop,Ubuntu
DEV02525,Desktop,Ubuntu
DEV02526,Laptop,macOS
DEV02527,Laptop,macOS
DEV02528,Desktop,Ubuntu
DEV02529,Desktop,macOS
DEV02530,Desktop,macOS
DEV02531,Desktop,macOS
DEV02532,Laptop,Windows 11
DEV02533,Laptop,Windows 11
DEV02534,Laptop,macOS
DEV02535,Desktop,Windows 11
DEV02536,Desktop,macOS
DEV02537,Laptop,macOS
DEV02538,Desktop,macOS
DEV02539,Laptop,macOS
DEV02540,Desktop,Ubuntu
DEV02541,Laptop,Windows 11
DEV02542,Desktop,macOS
DEV02543,Desktop,Windows 11
DEV02544,Laptop,Ubuntu
DEV02545,Laptop,Ubuntu
DEV02546,Desktop,Ubuntu
DEV02547,Desktop,Windows 11
DEV02548,Desktop,Windows 11
DEV02549,Desktop,Ubuntu
DEV02550,Desktop,Ubuntu
DEV02551,Desktop,macOS
DEV02552,Laptop,Windows 11
DEV02553,Desktop,Windows 11
DEV02554,Laptop,Windows 11
DEV02555,Laptop,Ubuntu
DEV02556,Desktop,Ubuntu
DEV02557,Laptop,macOS
DEV02558,Desktop,Windows 11
DEV02559,Desktop,Windows 11
DEV02560,Desktop,Windows 11
DEV02561,Desktop,Windows 11
DEV02562,Desktop,macOS
DEV02563,Laptop,Ubuntu
DEV02564,Desktop,macOS
DEV02565,Laptop,Ubuntu
DEV02566,Laptop,Windows 11
DEV02567,Laptop,macOS
DEV02568,Laptop,macOS
DEV02569,Desktop,macOS
DEV02570,Desktop,macOS
DEV02571,Laptop,Ubuntu
DEV02572,Laptop,Windows 11
DEV02573,Laptop,Windows 11
DEV02574,Desktop,Windows 11
DEV02575,Laptop,Windows 11
DEV02576,Laptop,macOS
DEV02577,Desktop,Windows 11
DEV02578,Laptop,Ubuntu
DEV02579,Desktop,Windows 11
DEV02580,Laptop,macOS
DEV02581,Laptop,Ubuntu
DEV02582,Laptop,macOS
DEV02583,Laptop,macOS
DEV02584,Desktop,Ubuntu
DEV02585,Laptop,Ubuntu
DEV02586,Laptop,Windows 11
DEV02587,Laptop,macOS
DEV02588,Laptop,Windows 11
DEV02589,Desktop,macOS
DEV02590,Laptop,Windows 11
DEV02591,Laptop,Ubuntu
DEV02592,Desktop,Windows 11
DEV02593,Laptop,Windows 11
DEV02594,Desktop,Ubuntu
DEV02595,Laptop,Ubuntu
DEV02596,Laptop,Ubuntu
DEV02597,Laptop,Ubuntu
DEV02598,Laptop,Ubuntu
DEV02599,Laptop,Windows 11
DEV02600,Desktop,Ubuntu
DEV02601,Desktop,macOS
DEV02602,Desktop,Windows 11
DEV02603,Laptop,Ubuntu
DEV02604,Laptop,Windows 11
DEV02605,Laptop,Windows 11
DEV02606,Desktop,Ubuntu
DEV02607,Desktop,macOS
DEV02608,Laptop,Windows 11
DEV02609,Desktop,Windows 11
DEV02610,Laptop,macOS
DEV02611,Laptop,macOS
DEV02612,Laptop,macOS
DEV02613,Laptop,Windows 11
DEV02614,Desktop,Windows 11
DEV02615,Laptop,Windows 11
DEV02616,Desktop,Windows 11
DEV02617,Laptop,Windows 11
DEV02618,Laptop,Ubuntu
DEV02619,Desktop,Ubuntu
DEV02620,Laptop,Windows 11
DEV02621,Desktop,macOS
DEV02622,Desktop,Ubuntu
DEV02623,Desktop,Ubuntu
DEV02624,Desktop,Windows 11
DEV02625,Desktop,Windows 11
DEV02626,Laptop,macOS
DEV02627,Desktop,Ubuntu
DEV02628,Laptop,macOS
DEV02629,Desktop,Windows 11
DEV02630,Laptop,macOS
DEV02631,Desktop,Ubuntu
DEV02632,Desktop,Ubuntu
DEV02633,Desktop,Ubuntu
DEV02634,Laptop,macOS
DEV02635,Desktop,Ubuntu
DEV02636,Laptop,macOS
DEV02637,Desktop,Ubuntu
DEV02638,Laptop,Ubuntu
DEV02639,Laptop,Windows 11
DEV02640,Desktop,macOS
DEV02641,Desktop,Ubuntu
DEV02642,Desktop,Ubuntu
DEV02643,Laptop,Windows 11
DEV02644,Laptop,Ubuntu
DEV02645,Desktop,Windows 11
DEV02646,Desktop,Windows 11
DEV02647,Laptop,Windows 11
DEV02648,Desktop,Ubuntu
DEV02649,Laptop,Ubuntu
DEV02650,Laptop,Windows 11
DEV02651,Desktop,macOS
DEV02652,Laptop,macOS
DEV02653,Desktop,Windows 11
DEV02654,Desktop,macOS
DEV02655,Desktop,Windows 11
DEV02656,Laptop,Ubuntu
DEV02657,Desktop,macOS
DEV02658,Laptop,macOS
DEV02659,Laptop,Windows 11
DEV02660,Desktop,macOS
DEV02661,Laptop,macOS
DEV02662,Desktop,macOS
DEV02663,Desktop,Ubuntu
DEV02664,Desktop,Windows 11
DEV02665,Laptop,Windows 11
DEV02666,Desktop,Ubuntu
DEV02667,Laptop,Ubuntu
DEV02668,Desktop,Windows 11
DEV02669,Laptop,Ubuntu
DEV02670,Laptop,macOS
DEV02671,Desktop,macOS
DEV02672,Desktop,Windows 11
DEV02673,Laptop,Ubuntu
DEV02674,Laptop,macOS
DEV02675,Laptop,Ubuntu
DEV02676,Desktop,Windows 11
DEV02677,Desktop,Windows 11
DEV02678,Laptop,Ubuntu
DEV02679,Laptop,Windows 11
DEV02680,Desktop,Windows 11
DEV02681,Desktop,macOS
DEV02682,Desktop,Ubuntu
DEV02683,Desktop,Ubuntu
DEV02684,Desktop,Windows 11
DEV02685,Desktop,Ubuntu
DEV02686,Laptop,Ubuntu
DEV02687,Desktop,macOS
DEV02688,Desktop,Ubuntu
DEV02689,Laptop,Ubuntu
DEV02690,Laptop,Windows 11
DEV02691,Laptop,Windows 11
DEV02692,Laptop,Windows 11
DEV02693,Laptop,Ubuntu
DEV02694,Desktop,Windows 11
DEV02695,Laptop,Windows 11
DEV02696,Laptop,macOS
DEV02697,Desktop,macOS
DEV02698,Laptop,macOS
DEV02699,Laptop,Ubuntu
DEV02700,Laptop,Windows 11
DEV02701,Laptop,Ubuntu
DEV02702,Laptop,Ubuntu
DEV02703,Desktop,macOS
DEV02704,Desktop,Ubuntu
DEV02705,Laptop,Windows 11
DEV02706,Desktop,Windows 11
DEV02707,Laptop,Ubuntu
DEV02708,Laptop,macOS
DEV02709,Desktop,macOS
DEV02710,Desktop,macOS
DEV02711,Laptop,macOS
DEV02712,Laptop,macOS
DEV02713,Desktop,macOS
DEV02714,Desktop,Ubuntu
DEV02715,Desktop,macOS
DEV02716,Desktop,Windows 11
DEV02717,Laptop,Ubuntu
DEV02718,Desktop,macOS
DEV02719,Laptop,Ubuntu
DEV02720,Laptop,macOS
DEV02721,Laptop,macOS
DEV02722,Laptop,Windows 11
DEV02723,Desktop,Windows 11
DEV02724,Laptop,Windows 11
DEV02725,Laptop,Ubuntu
DEV02726,Desktop,Windows 11
DEV02727,Desktop,Windows 11
DEV02728,Desktop,Windows 11
DEV02729,Desktop,Ubuntu
DEV02730,Desktop,macOS
DEV02731,Laptop,macOS
DEV02732,Laptop,Windows 11
DEV02733,Laptop,Ubuntu
DEV02734,Desktop,Ubuntu
DEV02735,Laptop,Ubuntu
DEV02736,Laptop,Windows 11
DEV02737,Desktop,Ubuntu
DEV02738,Laptop,macOS
DEV02739,Desktop,macOS
DEV02740,Laptop,Windows 11
DEV02741,Desktop,Windows 11
DEV02742,Laptop,Windows 11
DEV02743,Laptop,Ubuntu
DEV02744,Laptop,Ubuntu
DEV02745,Laptop,Ubuntu
DEV02746,Desktop,Ubuntu
DEV02747,Desktop,Windows 11
DEV02748,Laptop,Ubuntu
DEV02749,Desktop,Windows 11
DEV02750,Laptop,Ubuntu
DEV02751,Desktop,macOS
DEV02752,Desktop,Windows 11
DEV02753,Desktop,Ubuntu
DEV02754,Desktop,Windows 11
DEV02755,Laptop,macOS
DEV02756,Desktop,macOS
DEV02757,Desktop,Windows 11
DEV02758,Desktop,Windows 11
DEV02759,Desktop,Windows 11
DEV02760,Desktop,macOS
DEV02761,Desktop,macOS
DEV02762,Desktop,Windows 11
DEV02763,Laptop,macOS
DEV02764,Laptop,Windows 11
DEV02765,Laptop,Windows 11
DEV02766,Laptop,Windows 11
DEV02767,Desktop,Windows 11
DEV02768,Laptop,macOS
DEV02769,Laptop,Ubuntu
DEV02770,Laptop,macOS
DEV02771,Desktop,Ubuntu
DEV02772,Desktop,Windows 11
DEV02773,Laptop,macOS
DEV02774,Desktop,Ubuntu
DEV02775,Laptop,Windows 11
DEV02776,Laptop,Ubuntu
DEV02777,Desktop,macOS
DEV02778,Desktop,macOS
DEV02779,Laptop,Windows 11
DEV02780,Laptop,macOS
DEV02781,Desktop,macOS
DEV02782,Desktop,macOS
DEV02783,Laptop,Windows 11
DEV02784,Desktop,macOS
DEV02785,Laptop,Windows 11
DEV02786,Laptop,Ubuntu
DEV02787,Desktop,Windows 11
DEV02788,Laptop,macOS
DEV02789,Desktop,Ubuntu
DEV02790,Desktop,Windows 11
DEV02791,Laptop,Ubuntu
DEV02792,Laptop,Windows 11
DEV02793,Laptop,macOS
DEV02794,Desktop,Ubuntu
DEV02795,Laptop,Ubuntu
DEV02796,Laptop,Ubuntu
DEV02797,Laptop,Windows 11
DEV02798,Laptop,macOS
DEV02799,Desktop,Windows 11
DEV02800,Laptop,Windows 11
DEV02801,Laptop,Windows 11
DEV02802,Desktop,macOS
DEV02803,Desktop,Ubuntu
DEV02804,Desktop,macOS
DEV02805,Desktop,macOS
DEV02806,Desktop,macOS
DEV02807,Desktop,Ubuntu
DEV02808,Desktop,Ubuntu
DEV02809,Laptop,Ubuntu
DEV02810,Desktop,macOS
DEV02811,Desktop,macOS
DEV02812,Desktop,Windows 11
DEV02813,Desktop,macOS
DEV02814,Laptop,Windows 11
DEV02815,Desktop,Windows 11
DEV02816,Laptop,Ubuntu
DEV02817,Desktop,Windows 11
DEV02818,Laptop,macOS
DEV02819,Desktop,Ubuntu
DEV02820,Laptop,macOS
DEV02821,Laptop,Windows 11
DEV02822,Desktop,macOS
DEV02823,Laptop,Ubuntu
DEV02824,Desktop,macOS
DEV02825,Laptop,Ubuntu
DEV02826,Desktop,Ubuntu
DEV02827,Desktop,macOS
DEV02828,Desktop,Ubuntu
DEV02829,Desktop,Windows 11
DEV02830,Laptop,macOS
DEV02831,Desktop,macOS
DEV02832,Laptop,Ubuntu
DEV02833,Desktop,macOS
DEV02834,Desktop,Ubuntu
DEV02835,Laptop,Windows 11
DEV02836,Desktop,macOS
DEV02837,Laptop,Ubuntu
DEV02838,Laptop,macOS
DEV02839,Desktop,macOS
DEV02840,Laptop,Ubuntu
DEV02841,Desktop,Ubuntu
DEV02842,Laptop,Ubuntu
DEV02843,Laptop,Ubuntu
DEV02844,Laptop,Windows 11
DEV02845,Desktop,macOS
DEV02846,Laptop,Windows 11
DEV02847,Desktop,Ubuntu
DEV02848,Laptop,Ubuntu
DEV02849,Desktop,macOS
DEV02850,Laptop,Windows 11
DEV02851,Desktop,Windows 11
DEV02852,Desktop,Ubuntu
DEV02853,Laptop,Windows 11
DEV02854,Desktop,Windows 11
DEV02855,Laptop,Ubuntu
DEV02856,Laptop,Ubuntu
DEV02857,Laptop,Windows 11
DEV02858,Desktop,Ubuntu
DEV02859,Laptop,macOS
DEV02860,Desktop,Ubuntu
DEV02861,Desktop,Windows 11
DEV02862,Desktop,Ubuntu
DEV02863,Desktop,Windows 11
DEV02864,Desktop,macOS
DEV02865,Desktop,macOS
DEV02866,Laptop,macOS
DEV02867,Laptop,Ubuntu
DEV02868,Laptop,Ubuntu
DEV02869,Laptop,Ubuntu
DEV02870,Desktop,Windows 11
DEV02871,Desktop,macOS
DEV02872,Desktop,macOS
DEV02873,Laptop,Ubuntu
DEV02874,Desktop,Windows 11
DEV02875,Laptop,macOS
DEV02876,Desktop,macOS
DEV02877,Desktop,macOS
DEV02878,Desktop,Ubuntu
DEV02879,Desktop,Ubuntu
DEV02880,Desktop,Ubuntu
DEV02881,Desktop,Ubuntu
DEV02882,Laptop,macOS
DEV02883,Laptop,Ubuntu
DEV02884,Laptop,Windows 11
DEV02885,Desktop,Windows 11
DEV02886,Desktop,Windows 11
DEV02887,Desktop,Windows 11
DEV02888,Desktop,Windows 11
DEV02889,Desktop,macOS
DEV02890,Laptop,Ubuntu
DEV02891,Desktop,Windows 11
DEV02892,Laptop,Windows 11
DEV02893,Desktop,macOS
DEV02894,Laptop,Ubuntu
DEV02895,Laptop,Ubuntu
DEV02896,Desktop,macOS
DEV02897,Desktop,Windows 11
DEV02898,Laptop,macOS
DEV02899,Laptop,macOS
DEV02900,Laptop,macOS
DEV02901,Laptop,macOS
DEV02902,Desktop,Windows 11
DEV02903,Laptop,macOS
DEV02904,Laptop,Ubuntu
DEV02905,Desktop,macOS
DEV02906,Laptop,Ubuntu
DEV02907,Laptop,Windows 11
DEV02908,Laptop,Windows 11
DEV02909,Laptop,macOS
DEV02910,Laptop,macOS
DEV02911,Laptop,Windows 11
DEV02912,Laptop,Windows 11
DEV02913,Desktop,Windows 11
DEV02914,Desktop,Ubuntu
DEV02915,Laptop,Windows 11
DEV02916,Desktop,Ubuntu
DEV02917,Desktop,Windows 11
DEV02918,Laptop,macOS
DEV02919,Desktop,macOS
DEV02920,Desktop,macOS
DEV02921,Laptop,Ubuntu
DEV02922,Laptop,macOS
DEV02923,Laptop,Windows 11
DEV02924,Laptop,macOS
DEV02925,Laptop,Windows 11
DEV02926,Laptop,Ubuntu
DEV02927,Desktop,Ubuntu
DEV02928,Desktop,macOS
DEV02929,Laptop,macOS
DEV02930,Desktop,Ubuntu
DEV02931,Desktop,Ubuntu
DEV02932,Desktop,macOS
DEV02933,Laptop,Ubuntu
DEV02934,Desktop,Ubuntu
DEV02935,Laptop,Windows 11
DEV02936,Desktop,Ubuntu
DEV02937,Laptop,macOS
DEV02938,Desktop,Windows 11
DEV02939,Desktop,Windows 11
DEV02940,Desktop,Windows 11
DEV02941,Desktop,Windows 11
DEV02942,Desktop,macOS
DEV02943,Desktop,Ubuntu
DEV02944,Laptop,Windows 11
DEV02945,Desktop,macOS
DEV02946,Laptop,Ubuntu
DEV02947,Desktop,macOS
DEV02948,Laptop,Windows 11
DEV02949,Laptop,Ubuntu
DEV02950,Desktop,Ubuntu
DEV02951,Laptop,Ubuntu
DEV02952,Desktop,Ubuntu
DEV02953,Laptop,macOS
DEV02954,Desktop,Ubuntu
DEV02955,Desktop,macOS
DEV02956,Laptop,macOS
DEV02957,Desktop,Windows 11
DEV02958,Desktop,macOS
DEV02959,Desktop,macOS
DEV02960,Desktop,Windows 11
DEV02961,Laptop,Windows 11
DEV02962,Laptop,Windows 11
DEV02963,Laptop,macOS
DEV02964,Laptop,Ubuntu
DEV02965,Desktop,Ubuntu
DEV02966,Laptop,macOS
DEV02967,Laptop,Windows 11
DEV02968,Laptop,macOS
DEV02969,Desktop,Ubuntu
DEV02970,Laptop,Windows 11
DEV02971,Desktop,Windows 11
DEV02972,Laptop,macOS
DEV02973,Laptop,Ubuntu
DEV02974,Desktop,macOS
DEV02975,Laptop,Windows 11
DEV02976,Desktop,Windows 11
DEV02977,Desktop,Ubuntu
DEV02978,Laptop,macOS
DEV02979,Laptop,Windows 11
DEV02980,Desktop,Ubuntu
DEV02981,Desktop,macOS
DEV02982,Desktop,Windows 11
DEV02983,Laptop,macOS
DEV02984,Laptop,Ubuntu
DEV02985,Laptop,Windows 11
DEV02986,Laptop,macOS
DEV02987,Laptop,Windows 11
DEV02988,Laptop,Windows 11
DEV02989,Laptop,Ubuntu
DEV02990,Desktop,macOS
DEV02991,Laptop,Ubuntu
DEV02992,Laptop,macOS
DEV02993,Desktop,Windows 11
DEV02994,Laptop,macOS
DEV02995,Desktop,macOS
DEV02996,Desktop,Ubuntu
DEV02997,Laptop,Windows 11
DEV02998,Desktop,Ubuntu
DEV02999,Desktop,Windows 11
